seller_id,seller_state,total_orders,late_rate,avg_delay_days,avg_review_score,total_revenue_at_risk,canceled_orders,reliability_score,reliability_tier
99eaacc9e6046db1c82b163c5f84869f,SP,63,10.45,-8.78,4.01,1823.15,0,112.34,Reliable
b18dc380845b24038cfc48006478f099,SP,43,10.42,-11.02,4.21,1121.24,0,116.83,Reliable
5058e8c1e82653974541e83690655b4a,SP,62,10.39,-16.36,3.0,2069.64,0,127.53,Reliable
c3867b4666c7d76867627c2f7fb22e21,SP,228,10.37,-9.93,3.98,4254.84,0,114.67,Reliable
f46490624488d3ff7ce78613913a7711,SP,80,10.34,-9.16,3.57,585.03,0,113.15,Reliable
1f1bb1f0859883505541bdd6606193e5,SP,27,10.34,-10.45,4.31,1563.81,0,115.73,Reliable
7ecd59e5e20407131822c1a68ac59c1f,DF,24,10.34,-11.83,4.48,208.45,0,118.49,Reliable
3db66a856d18a9cba7c9241fc5221c50,MG,94,10.31,-11.93,4.2,1096.63,0,118.7,Reliable
50c9975695009e5e6473912e83a6d1da,MG,50,10.29,-8.74,3.93,799.05,0,112.34,Reliable
3f3486b61f45078d4f31ee5e43d8c5bb,SP,39,10.26,-10.33,4.33,745.83,0,115.53,Reliable
0cbcee27c791afa0cdcb08587a2013a8,MG,37,10.26,-14.95,4.0,660.38,0,124.77,Reliable
8e6d7754bc7e0f22c96d255ebda59eba,SP,84,10.08,-6.29,2.99,2257.91,0,107.54,Reliable
e8b4225284fbb02d16f200513f1f395d,SP,30,10.0,-13.8,4.3,673.3,0,122.6,Reliable
b127efdabeffb5d559349c7b172eb75d,SP,10,10.0,-19.8,4.8,46.52,0,134.6,Reliable
d7485b33791774c36108f8c69602d48d,PR,10,10.0,-12.3,3.7,56.42,0,119.6,Reliable
b2ac621f0d0322434d04a12b078b9369,PR,30,10.0,-11.67,4.4,723.4,0,118.34,Reliable
1a932caad4f9d804097d7f8e615baed1,SP,20,10.0,-12.1,3.57,477.52,0,119.2,Reliable
bb7a14e229b1c95156719c3d9552eeee,RJ,10,10.0,-10.6,4.5,269.29,0,116.2,Reliable
08d2d642cf72b622b14dde1d2f5eb2f5,SP,16,10.0,-11.4,4.45,56.61,0,117.8,Reliable
f8201cab383e484733266d1906e2fdfa,SC,10,10.0,-11.7,4.1,89.77,0,118.4,Reliable
20cb7c2fde3e5bf10f0bbe7394e1c6a9,PR,31,10.0,-12.82,3.9,297.9,0,120.64,Reliable
3ade81dab5a172b88e1871c28ae05260,SP,28,10.0,-10.5,4.1,727.69,0,116.0,Reliable
d71d863e5ef30d94e440c11be17dcd8f,SP,23,10.0,-9.67,3.33,2180.63,0,114.34,Reliable
1690cada046eb7e92c12f98b1f8a8167,SP,10,10.0,-14.2,4.9,172.41,0,123.4,Reliable
5b2e94f2c22b39ccc24d34ad0f669672,SP,10,10.0,-12.8,4.9,168.88,0,120.6,Reliable
d3674f271c91f824f82d24d92011f669,DF,20,10.0,-11.4,4.1,116.74,0,117.8,Reliable
9dd59e43f0c9f0553244e8f9c2fb247e,PR,10,10.0,-13.7,4.8,27.6,0,122.4,Reliable
9d39404483343dd55c7ae254494d8388,SP,10,10.0,-11.6,3.5,66.94,0,118.2,Reliable
fe701d88b67eaca109dffd464d1be9f9,RJ,10,10.0,-15.9,4.3,206.11,0,126.8,Reliable
06579cb253ecd5a3a12a9e6eb6bf8f47,SP,61,10.0,-9.11,3.84,1510.38,0,113.22,Reliable
42b729f859728f5079499127a9c2ef37,SP,103,9.92,-7.27,4.3,1437.44,0,109.58,Reliable
3df020b72d3d44b3af9d110fa3940b65,SP,55,9.9,-10.92,3.95,1467.43,0,116.89,Reliable
527801b552d0077ffd170872eb49683b,SP,90,9.78,-11.41,4.43,2125.73,0,117.93,Reliable
4a3ca9315b744ce9f8e9374361493884,SP,1772,9.7,-9.64,3.79,30702.73,0,114.43,Reliable
e9bc59e7b60fc3063eb2290deda4cced,PR,209,9.62,-14.01,4.03,8487.09,0,123.21,Reliable
23d7c96d4a1160db1c726b248601b25a,SP,50,9.62,-10.96,3.77,1883.42,0,117.11,Reliable
52f0fe436a347ddad7ed5f9aa4e27eaa,SP,19,9.52,-7.43,3.48,112.01,0,110.1,Reliable
ef2fbc2b607d8492bcffe657a4645434,RJ,19,9.52,-10.14,4.05,115.34,0,115.52,Reliable
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,RJ,35,9.52,-9.95,3.93,670.97,0,115.14,Reliable
4e17c65a516f69d023a2ae78b84f28d6,SP,61,9.46,-20.8,4.08,1201.68,0,136.87,Reliable
f0b47fbbc6dee9aafe415a6e33051b3f,SP,67,9.41,-12.71,4.26,540.35,0,120.72,Reliable
e9d99831abad74458942f21e16f33f92,SP,130,9.4,-9.72,3.88,757.38,0,114.74,Reliable
2745f798279e0ed033addcc1474776d7,SP,32,9.38,-10.72,3.84,414.66,0,116.75,Reliable
165fc07beebdcb6190fba8a06db2a449,PR,50,9.38,-11.09,3.69,3058.45,0,117.49,Reliable
7b0df942f46435babab05d49b744b2c4,SP,32,9.38,-10.87,4.25,3192.88,0,117.05,Reliable
f62d7bb4a613ec758a03342d46b580b2,MG,32,9.38,-9.69,4.38,2429.66,0,114.69,Reliable
e38db885400cd35c71dfd162f2c1dbcf,DF,30,9.38,-12.56,4.5,264.97,0,120.43,Reliable
2d50d6282f8aa2257819a77bfaa0efe0,SP,42,9.3,-10.26,3.74,415.69,0,115.87,Reliable
dd533b429f380718b70ad9922c294bae,SP,39,9.3,-9.3,3.86,251.57,0,113.95,Reliable
70a12e78e608ac31179aea7f8422044b,SP,312,9.29,-10.45,3.77,4368.27,0,116.25,Reliable
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,88,9.28,-10.81,3.72,637.92,0,116.98,Reliable
a888faf2d1baececa6baf9c3d603ee1f,PR,53,9.26,-10.69,4.11,1493.55,0,116.75,Reliable
aac29b1b99776be73c3049939652091d,MG,94,9.16,-11.77,3.88,1181.88,0,118.96,Reliable
fa1c13f2614d7b5c4749cbc52fecda94,SP,578,9.15,-10.31,4.34,15075.46,0,116.05,Reliable
4677a5437afda5fa7140b927b07be1cc,PR,11,9.09,-14.09,4.36,135.81,0,123.63,Reliable
b2c97074649f92197d9387d9033dda5f,SP,10,9.09,-9.45,4.64,69.32,0,114.35,Reliable
615005a3ef192c00c6f0e977cee3d2bc,SP,10,9.09,-11.0,3.91,40.19,0,117.45,Reliable
9df5750209b83567ec144eb299d7d634,RS,11,9.09,-20.27,4.0,279.94,0,136.0,Reliable
31ae0774c17fabd06ff707cc5bde005f,SP,11,9.09,-12.36,4.0,665.54,0,120.17,Reliable
87b740daf17b5d1be335a64164ec6842,SP,11,9.09,-12.73,3.73,1527.51,0,120.91,Reliable
8e2b3afb420011ef0c88c9d5f11ea526,SP,11,9.09,-10.73,4.27,150.7,0,116.91,Reliable
3d5d0dc7073a299e31fa718ce1bc00b6,RJ,21,9.09,-13.09,4.27,73.88,0,121.63,Reliable
784ba75dd9d20200c4caed3d7a77141a,SP,19,9.09,-9.14,3.82,2839.86,0,113.73,Reliable
5a6a02f419701fc8c605af71d4fc57a4,SP,10,9.09,-9.45,4.82,42.4,0,114.35,Reliable
13d058e4eeac2ce8217660b2f8a05812,SP,22,9.09,-10.27,4.18,547.4,0,116.0,Reliable
c5f7feb04a6a1fb3596322bfc3cf1917,SP,11,9.09,-8.64,4.27,258.52,0,112.73,Reliable
c4fabeea6e569d42d02993bb1f4f1cbc,CE,11,9.09,-5.27,4.0,87.77,0,106.0,Reliable
236585a4ddb5fea9fa40233e2249ed91,RS,11,9.09,-13.18,4.09,83.82,0,121.81,Reliable
f125f3a310c2e5f822d116147de1e474,SP,16,9.09,-10.18,4.36,439.96,0,115.81,Reliable
6b536a23086fba0d58c08d68814397f6,RJ,18,9.09,-11.5,4.05,263.68,0,118.45,Reliable
6ddc28b61be28373b4503a1f61cf98a9,SP,11,9.09,-7.91,4.18,284.55,0,111.28,Reliable
373ee4a3a775a733770ca3f790b8b9ac,RJ,13,9.09,-9.55,4.0,396.16,0,114.56,Reliable
f4db9b37944bcb8873e6b456ee190bbf,SP,21,9.09,-11.09,4.55,380.8,0,117.63,Reliable
f5f1f2c5f923f36ad79ea1d07185ddc9,SP,10,9.09,-8.55,3.45,167.39,0,112.56,Reliable
17908cf9b444ee34047cadd5c0f4a516,GO,11,9.09,-11.82,4.55,352.95,0,119.09,Reliable
bc47d5d1490df2b36add65d733eafaba,SP,21,9.09,-11.73,3.55,140.07,0,118.91,Reliable
bc302730ea8cf49b5c74f579febb5bbf,SP,11,9.09,-10.09,3.82,29.38,0,115.63,Reliable
5343d0649eca2a983820bfe93fc4d17e,SP,70,9.09,-12.6,3.57,1925.4,0,120.66,Reliable
1c40343cc5d18c2d8248ac2f3366de34,SP,21,9.09,-12.0,4.55,209.45,0,119.45,Reliable
4ba52dfeba874da5b9ee7b17c7494f04,SP,11,9.09,-11.73,4.36,101.84,0,118.91,Reliable
f84fa566034f5e8e880a07ec624c56af,SP,89,9.0,-8.28,4.3,598.96,0,112.06,Reliable
8648b1e89e9b349e32d3741b30ec737e,SP,93,9.0,-11.94,4.12,771.44,0,119.38,Reliable
634964b17796e64304cadf1ad3050fb7,RJ,265,8.98,-10.35,3.87,7255.81,0,116.21,Reliable
4e922959ae960d389249c378d1c939f5,SP,412,8.97,-13.03,3.87,6681.81,0,121.58,Reliable
cfb1a033743668a192316f3c6d1d2671,SP,143,8.94,-11.53,4.0,2612.44,0,118.59,Reliable
77530e9772f57a62c906e1c21538ab82,PR,312,8.92,-10.89,4.08,5647.56,0,117.32,Reliable
1835b56ce799e6a4dc4eddc053f04066,SP,417,8.89,-10.81,3.58,4223.12,0,117.18,Reliable
7c67e1448b00f6e969d365cea6b010ab,SP,973,8.86,-11.53,3.33,40065.39,0,118.63,Reliable
23613d49c3ac2bd302259e55c06c050c,SP,69,8.86,-11.32,3.65,403.22,0,118.21,Reliable
5c6d4016c2a288f074fa0848a2b653d2,SP,31,8.82,-10.18,4.21,325.11,0,115.95,Reliable
6a0cbc8af2e8abd1bdfb777943d174c6,SP,34,8.82,-8.94,3.91,408.9,0,113.47,Reliable
93dc87703c046b603023e75222018b45,MG,33,8.82,-11.29,3.91,494.84,0,118.17,Reliable
d13e50eaa47b4cbe9eb81465865d8cfc,SP,66,8.82,-4.81,4.81,574.56,0,105.21,Reliable
d5ba419e26d246a0719437cf37d9b46d,SP,33,8.82,-9.06,3.79,539.75,0,113.71,Reliable
d1ef48b38baca7e831711c4a0aeb398f,PR,28,8.82,-15.53,4.53,191.34,0,126.65,Reliable
0dd184061fb0eaa7ca37932c68ab91c5,SP,161,8.81,-11.23,3.93,2295.38,0,118.06,Reliable
7d76b645482be4a332374e8223836592,SP,172,8.74,-9.32,3.92,539.88,0,114.27,Reliable
ececbfcff9804a2d6b40f589df8eef2b,SP,97,8.74,-11.83,4.12,682.63,0,119.29,Reliable
7f2617c58d5d06806987308b45654351,SP,22,8.7,-9.39,3.87,333.93,0,114.43,Reliable
6d988d6174a2c27441597174f8905515,PR,19,8.7,-9.43,4.26,64.84,0,114.51,Reliable
db2956745b3a8e9f3785c99f34b5d25e,SP,45,8.7,-11.89,3.8,825.39,0,119.43,Reliable
f615fe7efbef0f4f08fd3086bc7a3e60,SP,22,8.7,-12.7,4.52,276.58,0,121.05,Reliable
8b321bb669392f5163d04c59e235e066,SP,930,8.66,-10.01,4.01,3397.56,0,115.69,Reliable
b14db04aa7881970e83ffa9426897925,SP,78,8.57,-10.47,3.48,832.9,0,116.66,Reliable
fe2032dab1a61af8794248c8196565c9,SP,293,8.52,-11.07,4.34,6507.43,0,117.88,Reliable
5d0363b33554b373851fc1622e4d5f3c,SP,93,8.51,-9.0,4.09,777.38,0,113.75,Reliable
4c2b230173bb36f9b240f2b8ac11786e,SP,258,8.45,-8.64,3.71,2357.97,0,113.06,Reliable
522620dcb18a6b31cd7bdf73665113a9,PR,172,8.43,-14.02,3.85,6902.02,0,123.82,Reliable
ea8482cd71df3c1969d7b9473ff13abc,SP,1132,8.42,-10.12,3.96,5068.65,0,116.03,Reliable
76d5af76d0271110f9af36c92573f765,SP,128,8.39,-12.48,4.07,4755.7,0,120.77,Reliable
a3e9a2c700480d9bb01fba070ba80a0e,SP,129,8.39,-10.19,3.97,1891.75,0,116.19,Reliable
620c87c171fb2a6dd6e8bb4dec959fc6,RJ,722,8.35,-13.74,4.2,9668.89,0,123.31,Reliable
e7df4cd29ab5abab70fb0783ddb53987,SP,23,8.33,-11.25,4.29,1858.09,0,118.33,Reliable
7357b52d27cbaa90f81a96cbc1279396,MG,12,8.33,-9.08,4.33,138.15,0,113.99,Reliable
c3acdfac4e3e97ff87529454fbc03642,SP,12,8.33,-9.5,4.25,1415.66,0,114.83,Reliable
acadd4d36859671cb635527c6c977533,SP,12,8.33,-7.08,4.25,24.11,0,109.99,Reliable
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,12,8.33,-15.5,2.17,1816.11,0,126.83,Reliable
0a85ebe4e328db81ac9109781205e2f7,SP,12,8.33,-8.42,4.58,69.17,0,112.67,Reliable
0afccdb8a34ee5c79f7c06faf2b4d56e,MG,24,8.33,-10.37,3.92,113.13,0,116.57,Reliable
39d54ff918774174706fb065d7f9dc07,SP,22,8.33,-12.37,3.92,322.62,0,120.57,Reliable
ec80e49e69745ab6c14f984bf2149423,SP,12,8.33,-10.42,3.67,307.9,0,116.67,Reliable
723cd880edaacdb998898b67c8f9da30,SP,11,8.33,-10.92,4.17,406.04,0,117.67,Reliable
8476243f92442881ddd5b578975cf115,RS,12,8.33,-7.58,4.08,861.86,0,110.99,Reliable
977f9f63dd360c2a32ece2f93ad6d306,SP,23,8.33,-10.83,3.92,306.1,0,117.49,Reliable
4be6b962d83299498bae2190f95d6566,SP,11,8.33,-12.0,3.83,51.13,0,119.83,Reliable
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,SP,12,8.33,-9.75,4.17,34.85,0,115.33,Reliable
5ab05b6d86d417796c69ffd6774ec832,SP,10,8.33,-13.33,3.67,171.44,0,122.49,Reliable
1d29dfba02015238dfbe2449a5eaa361,MG,12,8.33,-9.5,4.5,68.02,0,114.83,Reliable
b8630e1121437d41cb08e3c749c2c2e2,RJ,12,8.33,-9.58,4.33,288.84,0,114.99,Reliable
058cb5aeb36d7c0fcae20fc85d5e0a59,RJ,11,8.33,-11.58,3.58,127.36,0,118.99,Reliable
218d46b86c1881d022bce9c68a7d4b15,SP,382,8.33,-11.72,4.15,5867.61,0,119.27,Reliable
8cc6a0e5738e61a87b03c78b2ba9db4b,MG,23,8.33,-10.71,4.42,877.51,0,117.25,Reliable
ce7d1888639e6fb06b2749cbfdac1ff7,MG,78,8.33,-12.83,4.11,1262.83,0,121.49,Reliable
cfe94489ddd337d1e29e12f2a7205d10,SP,20,8.33,-6.88,4.12,458.28,0,109.59,Reliable
5d9dc90a686a8fddacffab6bab5653a3,SP,12,8.33,-9.58,4.17,66.89,0,114.99,Reliable
1cbd32d00d01bb8087a5eb088612fd9c,SP,11,8.33,-10.25,4.25,310.97,0,116.33,Reliable
26d8a1c7c75d513045798992ead43aa2,PR,34,8.33,-12.5,4.33,663.75,0,120.83,Reliable
0887a9f087bcd5d9f6642b52f897fc6c,SP,12,8.33,-12.42,4.42,118.9,0,120.67,Reliable
1d8dbc4f32378d715c717c1c1fc57bae,PR,91,8.25,-11.98,3.85,1149.53,0,119.84,Reliable
1336efc61c316ddf92c899eb817f7cae,SP,74,8.24,-11.18,3.94,645.75,0,118.24,Reliable
17f51e7198701186712e53a39c564617,SP,56,8.2,-12.23,4.34,4476.91,0,120.36,Reliable
f27e33c6d29b5138fa9967bcd445b6d5,SP,93,8.16,-10.7,4.09,1200.71,0,117.32,Reliable
ef506c96320abeedfb894c34db06f478,SP,316,8.13,-11.18,3.89,1522.31,0,118.3,Reliable
f181738b150df1f37cb0bd72e705b193,SP,36,8.11,-10.05,4.49,395.59,0,116.04,Reliable
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,325,8.08,-10.17,3.94,6265.03,0,116.3,Reliable
a36b125ac6d5fdbc7f50de85c9157bdc,SP,23,8.0,-10.6,4.04,134.24,0,117.2,Reliable
9c0e69c7bf2619675bbadf47b43f655a,SP,151,8.0,-8.13,4.08,4057.88,0,112.26,Reliable
d51e0a403fe2e689ece6c73359d96e12,SP,18,8.0,-15.84,4.32,739.95,0,127.68,Reliable
6f892e20a171e98efe17fdb971ff319b,SP,41,8.0,-10.14,3.82,409.58,0,116.28,Reliable
198c7ea11960a9844b544d9bcdca860c,MG,25,8.0,-10.8,3.88,322.1,0,117.6,Reliable
fb89df7f89fd1b8f03fa2acca1ba7364,PR,22,8.0,-9.92,3.84,168.39,0,115.84,Reliable
8581055ce74af1daba164fdbd55a40de,SP,379,7.98,-9.17,4.25,6343.11,0,114.35,Reliable
729f06993dac8e860d4f02d7088ca48a,SP,94,7.96,-11.21,4.29,4697.49,0,118.44,Reliable
37515688008a7a40ac93e3b2e4ab203f,SP,227,7.95,-8.1,4.06,899.99,0,112.23,Reliable
058fd0aa2bfdb2274e05e1ae971dabb6,SP,60,7.94,-11.81,4.37,749.54,0,119.65,Reliable
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,160,7.94,-11.26,3.96,1150.23,0,118.55,Reliable
391fc6631aebcf3004804e51b40bcf1e,SP,521,7.93,-11.71,3.94,5333.42,0,119.45,Reliable
7681ef142fd2c19048da7430856b5588,SP,58,7.89,-9.41,4.05,2197.44,0,114.88,Reliable
9646c3513289980f17226a2fc4720dbd,SP,69,7.89,-12.87,4.34,1373.52,0,121.8,Reliable
16090f2ca825584b5a147ab24aa30c86,SP,398,7.88,-9.66,4.04,2741.36,0,115.38,Reliable
715bbd5ba4e6b74cb0d2f29eb45058b0,SP,62,7.81,-13.58,4.47,414.85,0,123.25,Reliable
1f50f920176fa81dab994f9023523100,SP,1399,7.79,-10.85,3.98,16629.52,0,117.81,Reliable
4559697a8f7e637227c2eeaed843baff,SP,39,7.69,-12.46,4.21,587.92,0,121.08,Reliable
8629c241b3622ac12cd4118afdc8d394,SP,13,7.69,-14.08,4.08,196.07,0,124.31,Reliable
bd1d49a326abfa9b1036772e40445430,SP,12,7.69,-12.08,3.85,60.25,0,120.31,Reliable
f61c63d13f7cd800549d5acdd390ae72,SP,26,7.69,-11.23,4.0,215.71,0,118.62,Reliable
1660ad786c27fd935378b6192a90b417,SP,12,7.69,-10.69,4.62,142.11,0,117.53,Reliable
ce248b21cb2adc36282ede306b7660e5,SC,64,7.69,-10.52,4.25,949.22,0,117.19,Reliable
97512d3fc193b2d1dfcdba0f9d1f0f8a,SP,12,7.69,-8.54,4.31,83.41,0,113.23,Reliable
daeb5653dd96c1b11860f72209795012,MG,38,7.69,-11.38,4.23,102.82,0,118.92,Reliable
7c4618c82226628831613e95e9c22f44,SP,13,7.69,-7.85,4.08,46.78,0,111.86,Reliable
0747d5bb69f0586cc869d8af4c50f93e,RJ,12,7.69,-16.31,3.85,48.95,0,128.78,Reliable
6b333a05bf188ef3e1f1662a86bd9855,DF,12,7.69,-8.77,4.38,118.93,0,113.69,Reliable
562f8cfc51f265411f487d07e9c40e7f,MG,13,7.69,-7.85,4.54,69.14,0,111.86,Reliable
00720abe85ba0859807595bbf045a33b,SP,13,7.69,-12.73,3.65,170.4,0,121.62,Reliable
8090490573c6c0aa343a7231ebcb8c86,SP,26,7.69,-11.5,4.19,506.76,0,119.16,Reliable
78c99c6dff4eeae5be99bf635ed21e3f,SP,31,7.69,-10.33,4.33,243.56,0,116.81,Reliable
6e864f5c4669eff3d98140a07cc50202,SP,13,7.69,-11.46,4.46,48.74,0,119.08,Reliable
04308b1ee57b6625f47df1d56f00eedf,SC,92,7.61,-11.58,3.95,4788.81,0,119.35,Reliable
6a8b085f816a1f75f92dbac6eb545f8f,SP,125,7.52,-10.2,4.17,792.18,0,116.64,Reliable
54a1852d1b8f10312c55e906355666ee,SP,198,7.43,-10.9,4.35,1556.27,0,118.08,Reliable
7901646fdd36a55f564ffaf2dbccaaf7,RJ,22,7.41,-10.78,4.44,843.94,0,117.86,Reliable
df560393f3a51e74553ab94004ba5c87,PR,26,7.41,-13.63,3.93,369.54,0,123.56,Reliable
fcdd820084f17e9982427971e4e9d47f,SP,16,7.41,-20.33,3.26,366.4,0,136.95,Reliable
624f4ece8da4aafb77699233d480f8ef,SP,52,7.41,-10.98,4.19,815.97,0,118.25,Reliable
271c58a1d139c45eaf3316107c6d3a3b,SP,27,7.41,-11.22,4.19,273.68,0,118.73,Reliable
e5e33c0d8e7e002f398f5dc4cbbb338f,SP,26,7.41,-14.78,4.59,280.83,0,125.86,Reliable
8d79c8a04e42d722a75097ce5cbcf2ef,CE,26,7.41,-11.81,4.59,217.75,0,119.92,Reliable
213b25e6f54661939f11710a6fddb871,SP,152,7.37,-11.04,3.76,1393.73,0,118.39,Reliable
f262cbc1c910c83959f849465454ddd3,SP,189,7.35,-9.9,4.1,1009.2,0,116.12,Reliable
e59aa562b9f8076dd550fcddf0e73491,PR,69,7.32,-12.37,4.33,3892.26,0,121.08,Reliable
17e34d8224d27a541263c4c64b11a56b,SP,247,7.31,-10.85,4.17,6305.56,0,118.05,Reliable
e24fc9fcd865784fb25705606fe3dfe7,SP,51,7.27,-13.42,4.18,623.06,0,123.2,Reliable
e5a38146df062edaf55c38afa99e42dc,SP,120,7.26,-10.6,3.94,2094.18,0,117.57,Reliable
a420f60ff1aa9acc80d0e42959f2b313,SP,67,7.25,-12.88,3.81,588.88,0,122.14,Reliable
ef0ace09169ac090589d85746e3e036f,RJ,128,7.19,-11.68,4.37,1376.72,0,119.77,Reliable
c9c7905cffc4ef9ff9f113554423e671,SP,127,7.19,-10.07,4.16,1117.66,0,116.55,Reliable
7040e82f899a04d1b434b795a43b4617,SP,208,7.17,-10.44,3.54,1134.18,0,117.3,Reliable
edf96ef93ed595084bbcbd9224bd2894,SP,25,7.14,-8.93,3.79,367.48,0,114.29,Reliable
b9ca8e8baa5d4aa038394a700f63e69f,SP,14,7.14,-9.07,4.21,65.71,0,114.57,Reliable
45213867cefbf2cd4c6177e10216a951,SP,14,7.14,-13.29,3.86,276.08,0,123.01,Reliable
b6e1504972665f739dec4facb9943775,SP,14,7.14,-9.0,4.36,127.21,0,114.43,Reliable
4de6e4ba574aa9dfdc824bc44dc47fdd,PR,14,7.14,-18.36,4.07,108.61,0,133.15,Reliable
5a425cc503b39b262a847fd6212bf53b,PR,14,7.14,-9.93,4.14,110.63,0,116.29,Reliable
5a413ade68e8f8d93071a7f52a64cb9e,SP,14,7.14,-4.57,4.64,66.41,0,105.57,Reliable
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,13,7.14,-12.36,4.29,47.77,0,121.15,Reliable
d673a59aac7a70d8b01e6902bf090a11,SP,79,7.14,-12.11,3.96,596.92,0,120.65,Reliable
6860153b69cc696d5dcfe1cdaaafcf62,SP,74,7.14,-9.61,4.11,367.68,0,115.65,Reliable
c847e075301870dd144a116762eaff9a,MG,41,7.14,-10.6,4.1,1767.79,0,117.63,Reliable
70c27847eca8195c983ed7e798c56743,RJ,77,7.14,-11.9,4.2,1602.95,0,120.23,Reliable
c89cf7c468a48af70aada384e722f9e2,RJ,14,7.14,-10.21,3.71,52.1,0,116.85,Reliable
c273175f7c6c80fb02f051e2fc6d0d72,SP,14,7.14,-12.36,3.79,38.42,0,121.15,Reliable
7c1fea10b5b006671d608b1d7c446ec4,SP,14,7.14,-10.71,4.0,56.96,0,117.85,Reliable
7b7f91e98f8c6def45a1407923304402,SP,11,7.14,-13.21,3.5,34.22,0,122.85,Reliable
980640c45d7a4635885491d077167e4d,SP,14,7.14,-10.36,4.64,83.57,0,117.15,Reliable
b8555308bfdb4ca1ed54325a58da9a97,SP,26,7.14,-11.14,4.07,286.05,0,118.71,Reliable
c826c40d7b19f62a09e2d7c5e7295ee2,SP,346,7.12,-9.9,4.08,3856.32,0,116.24,Reliable
66922902710d126a0e7d26b0e3805106,MG,150,7.1,-10.25,4.45,1283.18,0,116.95,Reliable
c8b0e2b0a7095e5d8219575d5e7e1181,SP,84,7.06,-10.84,4.0,884.83,0,118.15,Reliable
f214d28e8d8e3ef068748498ccc2f813,SP,52,7.02,-13.11,4.05,158.11,0,122.71,Reliable
7142540dd4c91e2237acb7e911c4eba2,SP,316,7.01,-13.85,4.03,4801.48,0,124.2,Reliable
dc8798cbf453b7e0f98745e396cc5616,SP,35,6.98,-9.4,3.49,340.18,0,115.31,Reliable
6fc26fe110feebd80a433e1f012a84f9,SP,35,6.94,-14.58,3.79,530.4,0,125.69,Reliable
6e386f64c84e482f0b9abf960797ee1b,SP,29,6.9,-9.59,4.45,721.89,0,115.73,Reliable
edb1ef5e36e0c8cd84eb3c9b003e486d,RJ,165,6.9,-13.55,4.45,4413.35,0,123.65,Reliable
4a3ccda38b2129705f3fb522db62ca31,SP,64,6.85,-11.08,3.81,326.84,0,118.73,Reliable
f7ccf836d21b2fb1de37564105216cc1,SP,69,6.85,-9.01,3.75,260.23,0,114.59,Reliable
02f623a8eb246f3c5f7c2f96462654e6,SP,44,6.82,-10.7,4.45,445.79,0,117.99,Reliable
e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,35,6.82,-20.39,3.57,246.3,0,137.37,Reliable
1ce3ae5a399804d1a87e706f8a813c3e,SC,40,6.82,-16.32,3.73,247.14,0,129.23,Reliable
48436dade18ac8b2bce089ec2a041202,SP,134,6.8,-10.11,4.13,936.3,0,116.82,Reliable
f5a590cf36251cf1162ea35bef76fe84,SP,113,6.78,-11.05,4.28,4273.99,0,118.71,Reliable
3b15288545f8928d3e65a8f949a28291,SP,101,6.78,-11.82,3.92,1522.38,0,120.25,Reliable
de23c3b98a88888289c6f5cc1209054a,SP,161,6.74,-10.61,4.31,1665.88,0,117.85,Reliable
1025f0e2d44d7041d6cf58b6550e0bfa,SP,910,6.69,-11.1,3.85,18071.05,0,118.86,Reliable
989becdce12ebc39863c2bceab6f3ca1,PR,15,6.67,-15.53,4.8,47.11,0,127.73,Reliable
17306570e772e7718c92a562d33f5f1d,SP,27,6.67,-10.0,3.77,787.17,0,116.67,Reliable
128f9bfbe4c7d5185033914b1de3d39a,SP,13,6.67,-13.53,4.8,186.7,0,123.73,Reliable
1b8b75e227c9a9c100d0c210fb6176ce,SP,15,6.67,-19.6,3.93,99.43,0,135.87,Reliable
31da954dc0855f2495c6310f70a2f931,SP,29,6.67,-10.8,4.23,649.74,0,118.27,Reliable
76ea5315acb3f5f7ade3cd261faf922a,SP,15,6.67,-11.2,4.27,69.14,0,119.06,Reliable
d2e753bb80b7d4faa77483ed00edc8ca,BA,14,6.67,-15.53,3.73,145.45,0,127.73,Reliable
2953ce3a88f5e3c3b696d77fc9e4c8eb,SP,14,6.67,-4.87,4.67,48.1,0,106.41,Reliable
2e3be8a987a30d7544dbbda6861cc14e,MG,14,6.67,-10.93,3.6,112.94,0,118.53,Reliable
a6bd7d1ccdac48c6b33b28596b7eb122,PB,15,6.67,-16.33,3.27,1394.77,0,129.32,Reliable
ffc470761de7d0232558ba5e786e57b7,SP,27,6.67,-11.67,4.3,438.84,0,120.01,Reliable
04aba03279157f6d4e0fe8ccaf21963c,RJ,15,6.67,-13.93,4.53,165.31,0,124.53,Reliable
2a6fbeaa7ab9e5d59a35841a8da71ce4,SC,30,6.67,-12.8,3.8,126.09,0,122.27,Reliable
c013e57c075a06e5b5c48ee03c525719,SP,42,6.67,-11.56,4.16,420.6,0,119.79,Reliable
c6a7539d424a8402232c2228d7a03c5e,SP,10,6.67,-10.8,2.6,66.93,0,118.27,Reliable
820cc752a266cdc6c1a1e61dd4583330,PR,15,6.67,-11.67,4.13,124.84,0,120.01,Reliable
